 !, doc.freq 3, pointer: 0
 $, doc.freq 2, pointer: 25
 dl, doc.freq 4, pointer: 1268731
 dli, doc.freq 1, pointer: 1268757
 dlj, doc.freq 1, pointer: 1268764
 dlog, doc.freq 1, pointer: 1268772
 dlr, doc.freq 3134, pointer: 1268779
 dlr-a-, doc.freq 1, pointer: 1285315
 dlr-a-shar, doc.freq 6, pointer: 1285322
 dlr-asset, doc.freq 1, pointer: 1285365
 dlr-per-shar, doc.freq 3, pointer: 1285372
 dlr-per-shr, doc.freq 1, pointer: 1285396
 dlr/bbl, doc.freq 1, pointer: 1285403
 dlr/common, doc.freq 1, pointer: 1285410
 dlr/lb, doc.freq 1, pointer: 1285417
 dlr/share, doc.freq 1, pointer: 1285425
 dlr/shr, doc.freq 4, pointer: 1285432
 dlrs., doc.freq 1, pointer: 1285460
 dlrs.1986, doc.freq 1, pointer: 1285467
 dlrs/barrel, doc.freq 1, pointer: 1285475
 dlrs/bbl, doc.freq 16, pointer: 1285482
 dlrs/bu-sorghum, doc.freq 1, pointer: 1285590
 dlrs/share, doc.freq 5, pointer: 1285594
 dlrs/shr, doc.freq 9, pointer: 1285634
 dlrs/tonn, doc.freq 1, pointer: 1285706
 dlrs/warrant, doc.freq 1, pointer: 1285714
 dlrsd, doc.freq 1, pointer: 1285722
 dlrsm, doc.freq 1, pointer: 1285729
 dlrss, doc.freq 1, pointer: 1285736
 dlrunti, doc.freq 1, pointer: 1285743
 dlt, doc.freq 1, pointer: 1285749
 dlta, doc.freq 1, pointer: 1285756
 dltl.l, doc.freq 1, pointer: 1285764
 dm, doc.freq 9, pointer: 1285771
 dmag, doc.freq 1, pointer: 1285846
 dmcb, doc.freq 1, pointer: 1285853
 dmcz, doc.freq 1, pointer: 1285861
 dmp, doc.freq 9, pointer: 1285868
 dn, doc.freq 1, pointer: 1285941
 dn11/2, doc.freq 1, pointer: 1285949
 dn61/2, doc.freq 1, pointer: 1285957
 dna, doc.freq 2, pointer: 1285965
 dnam, doc.freq 1, pointer: 1285982
 dni, doc.freq 2, pointer: 1285989
 dnlaf, doc.freq 2, pointer: 1286008
 dnp, doc.freq 1, pointer: 1286027
 dnpc, doc.freq 1, pointer: 1286034
 dnzr, doc.freq 1, pointer: 1286042
 do, doc.freq 361, pointer: 1286050
 do-it-yourself, doc.freq 1, pointer: 1288054
 doabl, doc.freq 1, pointer: 1288061
 docemart, doc.freq 2, pointer: 1288067
 dock, doc.freq 5, pointer: 1288084
 dockland, doc.freq 1, pointer: 1288123
 dockwork, doc.freq 1, pointer: 1288130
 dockyard, doc.freq 2, pointer: 1288137
 doco, doc.freq 1, pointer: 1288154
 doctor, doc.freq 1, pointer: 1288162
 doctrin, doc.freq 1, pointer: 1288168
 docugraphix, doc.freq 1, pointer: 1288176
 document, doc.freq 39, pointer: 1288183
 docx, doc.freq 1, pointer: 1288420
 dodg, doc.freq 2, pointer: 1288427
 doe, doc.freq 253, pointer: 1288444
 doesn't, doc.freq 1, pointer: 1289848
 dofascoxinc, doc.freq 1, pointer: 1289855
 dog, doc.freq 1, pointer: 1289861
 dogmat, doc.freq 1, pointer: 1289868
 doha, doc.freq 1, pointer: 1289875
 doi, doc.freq 1, pointer: 1289881
 doj, doc.freq 1, pointer: 1289888
 doldrum, doc.freq 1, pointer: 1289895
 dole, doc.freq 4, pointer: 1289902
 doll, doc.freq 1, pointer: 1289930
 dollar, doc.freq 476, pointer: 1289937
 dollar', doc.freq 8, pointer: 1292596
 dollar-bas, doc.freq 2, pointer: 1292662
 dollar-buy, doc.freq 1, pointer: 1292680
 dollar-contract, doc.freq 1, pointer: 1292688
 dollar-denomin, doc.freq 6, pointer: 1292696
 dollar/mark, doc.freq 3, pointer: 1292744
 dollar/trad, doc.freq 1, pointer: 1292768
 dollar/yen, doc.freq 13, pointer: 1292776
 dollars/shar, doc.freq 1, pointer: 1292865
 dolphin, doc.freq 1, pointer: 1292873
 dolr, doc.freq 2, pointer: 1292880
 dom, doc.freq 2, pointer: 1292897
 domco, doc.freq 1, pointer: 1292913
 dome, doc.freq 17, pointer: 1292920
 domenici, doc.freq 2, pointer: 1293040
 domest, doc.freq 360, pointer: 1293057
 domestic-l, doc.freq 3, pointer: 1295028
 domestically-produc, doc.freq 2, pointer: 1295053
 domin, doc.freq 28, pointer: 1295072
 domingo, doc.freq 3, pointer: 1295253
 dominguez, doc.freq 1, pointer: 1295277
 dominican, doc.freq 13, pointer: 1295285
 dominion, doc.freq 12, pointer: 1295379
 domino, doc.freq 1, pointer: 1295463
 domtar, doc.freq 2, pointer: 1295471
 don, doc.freq 11, pointer: 1295488
 don't, doc.freq 8, pointer: 1295572
 donald, doc.freq 24, pointer: 1295632
 donalda, doc.freq 1, pointer: 1295781
 donaldsen, doc.freq 1, pointer: 1295789
 donaldson, doc.freq 9, pointer: 1295796
 donaldson', doc.freq 1, pointer: 1295868
 donat, doc.freq 5, pointer: 1295875
 done, doc.freq 71, pointer: 1295915
 doneg, doc.freq 2, pointer: 1296334
 dong, doc.freq 1, pointer: 1296351
 donna, doc.freq 2, pointer: 1296358
 donnelli, doc.freq 1, pointer: 1296377
 donor, doc.freq 3, pointer: 1296385
 donovan, doc.freq 1, pointer: 1296407
 dont, doc.freq 1, pointer: 1296414
 donut, doc.freq 2, pointer: 1296420
 doom, doc.freq 2, pointer: 1296436
 door, doc.freq 21, pointer: 1296455
 door-to-door, doc.freq 5, pointer: 1296595
 doorstep, doc.freq 1, pointer: 1296632
 doper, doc.freq 1, pointer: 1296639
 dorchest, doc.freq 1, pointer: 1296647
 doresi, doc.freq 3, pointer: 1296654
 dorgan, doc.freq 1, pointer: 1296678
 dormanc, doc.freq 5, pointer: 1296685
 dormant, doc.freq 5, pointer: 1296725
 dorn, doc.freq 2, pointer: 1296764
 dorsey, doc.freq 1, pointer: 1296781
 dosk, doc.freq 1, pointer: 1296788
 doskocil, doc.freq 1, pointer: 1296796
 dot, doc.freq 11, pointer: 1296804
 dot', doc.freq 1, pointer: 1296887
 dothan, doc.freq 1, pointer: 1296894
 doubl, doc.freq 72, pointer: 1296901
 double-crop, doc.freq 1, pointer: 1297325
 double-digit, doc.freq 2, pointer: 1297333
 doubli, doc.freq 1, pointer: 1297352
 doubt, doc.freq 63, pointer: 1297359
 doubtless, doc.freq 1, pointer: 1297729
 doug, doc.freq 3, pointer: 1297736
 dougherti, doc.freq 1, pointer: 1297761
 dougla, doc.freq 11, pointer: 1297768
 doulton, doc.freq 1, pointer: 1297857
 doumeng, doc.freq 1, pointer: 1297864
 douna, doc.freq 1, pointer: 1297871
 dover, doc.freq 2, pointer: 1297879
 dow, doc.freq 11, pointer: 1297896
 dowa, doc.freq 1, pointer: 1297987
 down, doc.freq 498, pointer: 1297994
 down-tim, doc.freq 1, pointer: 1300696
 downbeat, doc.freq 1, pointer: 1300702
 downdip, doc.freq 1, pointer: 1300709
 downgrad, doc.freq 8, pointer: 1300716
 downpay, doc.freq 1, pointer: 1300773
 downplay, doc.freq 1, pointer: 1300780
 downsid, doc.freq 6, pointer: 1300788
 downsiz, doc.freq 3, pointer: 1300834
 downstream, doc.freq 8, pointer: 1300856
 downtim, doc.freq 1, pointer: 1300914
 downtown, doc.freq 6, pointer: 1300921
 downtrend, doc.freq 2, pointer: 1300964
 downturn, doc.freq 28, pointer: 1300984
 downward, doc.freq 54, pointer: 1301174
 downwardli, doc.freq 1, pointer: 1301498
 doyl, doc.freq 2, pointer: 1301505
 doyon, doc.freq 2, pointer: 1301522
 dozen, doc.freq 9, pointer: 1301539
 dp, doc.freq 1, pointer: 1301608
 dpcz, doc.freq 1, pointer: 1301616
 dpec, doc.freq 1, pointer: 1301622
 dr, doc.freq 5, pointer: 1301629
 dr., doc.freq 6, pointer: 1301662
 draconian, doc.freq 2, pointer: 1301708
 draft, doc.freq 44, pointer: 1301728
 drag, doc.freq 7, pointer: 1301992
 dragon, doc.freq 1, pointer: 1302047
 drain, doc.freq 40, pointer: 1302054
 drake, doc.freq 4, pointer: 1302294
 dram, doc.freq 4, pointer: 1302324
 dram.o, doc.freq 1, pointer: 1302352
 drama, doc.freq 2, pointer: 1302359
 dramat, doc.freq 25, pointer: 1302376
 dramatis, doc.freq 1, pointer: 1302536
 dran, doc.freq 1, pointer: 1302543
 dranetz, doc.freq 1, pointer: 1302550
 drastic, doc.freq 19, pointer: 1302557
 draugen, doc.freq 1, pointer: 1302686
 dravo, doc.freq 1, pointer: 1302693
 draw, doc.freq 53, pointer: 1302701
 drawback, doc.freq 2, pointer: 1303029
 drawdown, doc.freq 9, pointer: 1303045
 drawn, doc.freq 20, pointer: 1303113
 drch, doc.freq 1, pointer: 1303249
 dream, doc.freq 1, pointer: 1303256
 dredg, doc.freq 1, pointer: 1303263
 dreg, doc.freq 1, pointer: 1303269
 dresdner, doc.freq 6, pointer: 1303276
 dress, doc.freq 3, pointer: 1303319
 dresser, doc.freq 2, pointer: 1303343
 drew, doc.freq 17, pointer: 1303360
 drexel, doc.freq 28, pointer: 1303477
 dreyer, doc.freq 1, pointer: 1303652
 dreyfu, doc.freq 4, pointer: 1303659
 drh, doc.freq 1, pointer: 1303690
 dri, doc.freq 54, pointer: 1303697
 driel, doc.freq 1, pointer: 1304028
 drift, doc.freq 9, pointer: 1304036
 driftwood, doc.freq 2, pointer: 1304105
 drill, doc.freq 92, pointer: 1304122
 drill-ind, doc.freq 2, pointer: 1304657
 drillhol, doc.freq 1, pointer: 1304674
 drillship, doc.freq 1, pointer: 1304682
 drink, doc.freq 12, pointer: 1304690
 drive, doc.freq 40, pointer: 1304778
 driven, doc.freq 6, pointer: 1305023
 driver-harri, doc.freq 1, pointer: 1305068
 drl, doc.freq 1, pointer: 1305075
 droit, doc.freq 1, pointer: 1305082
 drop, doc.freq 317, pointer: 1305088
 drought, doc.freq 39, pointer: 1306847
 drought-affect, doc.freq 1, pointer: 1307085
 drought-reduc, doc.freq 2, pointer: 1307092
 drought-striken, doc.freq 1, pointer: 1307109
 drought-threaten, doc.freq 1, pointer: 1307116
 drove, doc.freq 3, pointer: 1307123
 drown, doc.freq 1, pointer: 1307144
 drsd.f, doc.freq 3, pointer: 1307151
 drug, doc.freq 30, pointer: 1307173
 drug-resist, doc.freq 1, pointer: 1307366
 drum, doc.freq 3, pointer: 1307373
 drummond, doc.freq 3, pointer: 1307397
 drv, doc.freq 1, pointer: 1307419
 drx, doc.freq 1, pointer: 1307427
 dry-clean, doc.freq 1, pointer: 1307434
 dryclean, doc.freq 1, pointer: 1307441
 dryden, doc.freq 1, pointer: 1307448
 dryer, doc.freq 1, pointer: 1307455
 dryland, doc.freq 1, pointer: 1307462
 dryness, doc.freq 2, pointer: 1307469
 dryr, doc.freq 1, pointer: 1307488
 dsec.t, doc.freq 1, pointer: 1307495
 dsi, doc.freq 1, pointer: 1307502
 dslr, doc.freq 1, pointer: 1307509
 dsn, doc.freq 1, pointer: 1307516
 dso, doc.freq 2, pointer: 1307524
 dsp, doc.freq 1, pointer: 1307541
 dst, doc.freq 2, pointer: 1307548
 dt, doc.freq 1, pointer: 1307565
 dtd, doc.freq 1, pointer: 1307572
 dtom, doc.freq 1, pointer: 1307579
 dtsi, doc.freq 1, pointer: 1307587
 du, doc.freq 15, pointer: 1307595
 dual, doc.freq 3, pointer: 1307697
 dual-lit, doc.freq 1, pointer: 1307718
 dubai, doc.freq 5, pointer: 1307725
 dubili, doc.freq 4, pointer: 1307764
 dubin, doc.freq 1, pointer: 1307792
 dubiou, doc.freq 1, pointer: 1307800
 dublin, doc.freq 4, pointer: 1307807
 dubuque/south, doc.freq 1, pointer: 1307833
 duchesn, doc.freq 1, pointer: 1307841
 ducommon, doc.freq 1, pointer: 1307849
 ducommun, doc.freq 2, pointer: 1307856
 dudley, doc.freq 13, pointer: 1307875
 due, doc.freq 546, pointer: 1307966
 duena, doc.freq 1, pointer: 1310932
 duesseldorf, doc.freq 4, pointer: 1310940
 duevel, doc.freq 1, pointer: 1310965
 duff, doc.freq 3, pointer: 1310972
 duffi, doc.freq 1, pointer: 1310996
 duffour, doc.freq 1, pointer: 1311004
 dug, doc.freq 1, pointer: 1311012
 duim, doc.freq 3, pointer: 1311019
 duin, doc.freq 1, pointer: 1311044
 duisenberg, doc.freq 1, pointer: 1311051
 duk, doc.freq 1, pointer: 1311058
 duke, doc.freq 1, pointer: 1311065
 dulbin, doc.freq 1, pointer: 1311072
 duliut, doc.freq 1, pointer: 1311079
 dull, doc.freq 4, pointer: 1311086
 dullest, doc.freq 1, pointer: 1311113
 dullingari, doc.freq 1, pointer: 1311121
 duluth, doc.freq 1, pointer: 1311128
 dumez, doc.freq 1, pointer: 1311133
 dump, doc.freq 41, pointer: 1311140
 dunbar, doc.freq 1, pointer: 1311403
 dune, doc.freq 2, pointer: 1311410
 dunham, doc.freq 3, pointer: 1311429
 dunk, doc.freq 1, pointer: 1311455
 dunkin, doc.freq 1, pointer: 1311461
 dunlop, doc.freq 1, pointer: 1311467
 dunn, doc.freq 3, pointer: 1311474
 dunnen, doc.freq 1, pointer: 1311499
 duplic, doc.freq 3, pointer: 1311506
 dupont, doc.freq 7, pointer: 1311530
 dur, doc.freq 1, pointer: 1311585
 durabl, doc.freq 15, pointer: 1311591
 durango, doc.freq 1, pointer: 1311689
 durat, doc.freq 3, pointer: 1311696
 dure, doc.freq 399, pointer: 1311720
 durenberg, doc.freq 1, pointer: 1313905
 duress, doc.freq 1, pointer: 1313912
 durg, doc.freq 1, pointer: 1313919
 durham, doc.freq 2, pointer: 1313927
 duri, doc.freq 1, pointer: 1313944
 durian, doc.freq 1, pointer: 1313951
 duriron, doc.freq 1, pointer: 1313958
 durkin, doc.freq 1, pointer: 1313965
 duro-test, doc.freq 1, pointer: 1313973
 durum, doc.freq 10, pointer: 1313979
 dusseldorf, doc.freq 4, pointer: 1314056
 dust, doc.freq 1, pointer: 1314087
 dutch, doc.freq 75, pointer: 1314094
 dutch-bas, doc.freq 2, pointer: 1314534
 dutch-german, doc.freq 1, pointer: 1314551
 dutch-mad, doc.freq 1, pointer: 1314559
 dutch/shel, doc.freq 22, pointer: 1314566
 duth, doc.freq 1, pointer: 1314713
 duti, doc.freq 61, pointer: 1314721
 duty-fre, doc.freq 2, pointer: 1315081
 duvel, doc.freq 1, pointer: 1315098
 dvfa, doc.freq 2, pointer: 1315105
 dvh, doc.freq 1, pointer: 1315122
 dvl, doc.freq 1, pointer: 1315129
 dw, doc.freq 7, pointer: 1315136
 dwarf, doc.freq 1, pointer: 1315193
 dwg, doc.freq 3, pointer: 1315200
 dwindl, doc.freq 4, pointer: 1315222
 dwp.a, doc.freq 1, pointer: 1315248
 dwpa, doc.freq 1, pointer: 1315255
 dwt, doc.freq 8, pointer: 1315262
 dww, doc.freq 2, pointer: 1315323
 dxns.l, doc.freq 3, pointer: 1315339
 dxyn, doc.freq 1, pointer: 1315361
 dya, doc.freq 3, pointer: 1315368
 dye, doc.freq 1, pointer: 1315390
 dyer, doc.freq 2, pointer: 1315397
 dyhm, doc.freq 2, pointer: 1315414
 dyke, doc.freq 1, pointer: 1315431
 dylex, doc.freq 1, pointer: 1315439
 dyn, doc.freq 1, pointer: 1315447
 dynair, doc.freq 1, pointer: 1315455
 dynalectron, doc.freq 1, pointer: 1315463
 dynam, doc.freq 25, pointer: 1315471
 dynamit, doc.freq 4, pointer: 1315634
 dynastar, doc.freq 1, pointer: 1315662
 dynavis, doc.freq 1, pointer: 1315669
 dyneer, doc.freq 3, pointer: 1315677
 dyr, doc.freq 2, pointer: 1315700
 dyson, doc.freq 1, pointer: 1315718
 e, doc.freq 14, pointer: 1315725
 e-system, doc.freq 2, pointer: 1315824
 e., doc.freq 16, pointer: 1315841
 e.a, doc.freq 2, pointer: 1315951
 e.b.i, doc.freq 1, pointer: 1315968
 e.c, doc.freq 6, pointer: 1315973
 e.d, doc.freq 1, pointer: 1316016
 e.d.and, doc.freq 1, pointer: 1316023
 e.d.f, doc.freq 1, pointer: 1316031
 e.d.f.man, doc.freq 1, pointer: 1316038
 e.f., doc.freq 27, pointer: 1316045
 e.f.hutton, doc.freq 2, pointer: 1316217
 e.i, doc.freq 1, pointer: 1316237
 e.j, doc.freq 1, pointer: 1316244
 e.w, doc.freq 1, pointer: 1316251
 eac, doc.freq 2, pointer: 1316259
 each, doc.freq 327, pointer: 1316279
 ead, doc.freq 3, pointer: 1318088
 eaf, doc.freq 5, pointer: 1318110
 eaf., doc.freq 1, pointer: 1318154
 eager, doc.freq 10, pointer: 1318162
 eagl, doc.freq 10, pointer: 1318238
 eagle-pitch, doc.freq 1, pointer: 1318309
 eagleslair, doc.freq 1, pointer: 1318316
 ealier, doc.freq 1, pointer: 1318323
 eanr, doc.freq 1, pointer: 1318330
 ear, doc.freq 1, pointer: 1318338
 earl, doc.freq 2, pointer: 1318345
 earley, doc.freq 1, pointer: 1318362
 earli, doc.freq 343, pointer: 1318369
 earlier, doc.freq 630, pointer: 1320258
 earliest, doc.freq 8, pointer: 1323650
 early-ric, doc.freq 1, pointer: 1323709
 earmark, doc.freq 15, pointer: 1323716
 earn, doc.freq 530, pointer: 1323821
 earner, doc.freq 6, pointer: 1326694
 earnest, doc.freq 1, pointer: 1326736
 earnings/shr, doc.freq 1, pointer: 1326743
 earnng, doc.freq 1, pointer: 1326751
 earth, doc.freq 6, pointer: 1326758
 earth-mov, doc.freq 1, pointer: 1326805
 earthmov, doc.freq 1, pointer: 1326812
 earthquak, doc.freq 28, pointer: 1326820
 earthquake-stricken, doc.freq 1, pointer: 1326992
 earthworm, doc.freq 1, pointer: 1326999
 eas, doc.freq 119, pointer: 1327007
 easi, doc.freq 14, pointer: 1327689
 easier, doc.freq 25, pointer: 1327786
 easiest, doc.freq 1, pointer: 1327956
 easili, doc.freq 19, pointer: 1327963
 east, doc.freq 106, pointer: 1328093
 east-southeast, doc.freq 1, pointer: 1328712
 east-west, doc.freq 2, pointer: 1328719
 eastcan, doc.freq 1, pointer: 1328736
 easter, doc.freq 4, pointer: 1328743
 eastern, doc.freq 56, pointer: 1328773
 eastman, doc.freq 7, pointer: 1329120
 eastov, doc.freq 1, pointer: 1329174
 eastpark, doc.freq 2, pointer: 1329181
 eastward, doc.freq 3, pointer: 1329198
 eastwood, doc.freq 1, pointer: 1329222
 eat, doc.freq 8, pointer: 1329229
 eaten, doc.freq 2, pointer: 1329292
 eateri, doc.freq 1, pointer: 1329312
 eaton, doc.freq 1, pointer: 1329320
 eaug.pa, doc.freq 1, pointer: 1329327
 eaux, doc.freq 3, pointer: 1329335
 eavkf, doc.freq 2, pointer: 1329359
 eavn, doc.freq 1, pointer: 1329376
 ebb, doc.freq 1, pointer: 1329383
 ebc, doc.freq 1, pointer: 1329391
 eberhard-rain, doc.freq 1, pointer: 1329398
 eberstadt, doc.freq 1, pointer: 1329405
 ebing, doc.freq 1, pointer: 1329412
 ebnc, doc.freq 1, pointer: 1329420
 ebright, doc.freq 1, pointer: 1329427
 ebulli, doc.freq 1, pointer: 1329434
 ec, doc.freq 200, pointer: 1329441
 ec', doc.freq 6, pointer: 1330569
 ec-comecon, doc.freq 1, pointer: 1330614
 ec-gulf, doc.freq 1, pointer: 1330621
 ec-produc, doc.freq 1, pointer: 1330628
 ec-u.s., doc.freq 2, pointer: 1330636
 ec/u., doc.freq 1, pointer: 1330653
 ecaudor, doc.freq 1, pointer: 1330660
 ecgd, doc.freq 1, pointer: 1330667
 ech, doc.freq 5, pointer: 1330674
 echlin, doc.freq 6, pointer: 1330711
 echo, doc.freq 13, pointer: 1330753
 echolab, doc.freq 1, pointer: 1330846
 eckenfeld, doc.freq 3, pointer: 1330853
 eckhart, doc.freq 1, pointer: 1330873
 ecl, doc.freq 1, pointer: 1330880
 eclips, doc.freq 1, pointer: 1330887
 eco, doc.freq 1, pointer: 1330894
 ecoa, doc.freq 1, pointer: 1330902
 ecofuel, doc.freq 1, pointer: 1330910
 ecolab, doc.freq 3, pointer: 1330918
 ecologist, doc.freq 1, pointer: 1330940
 ecomom, doc.freq 1, pointer: 1330947
 econ, doc.freq 1, pointer: 1330954
 econom, doc.freq 458, pointer: 1330961
 econometr, doc.freq 2, pointer: 1333461
 economi, doc.freq 267, pointer: 1333478
 economicli, doc.freq 1, pointer: 1334948
 economiqu, doc.freq 1, pointer: 1334955
 economist, doc.freq 146, pointer: 1334962
 economists', doc.freq 1, pointer: 1335785
 economy', doc.freq 1, pointer: 1335792
 ecopetrol, doc.freq 3, pointer: 1335799
 ecstat, doc.freq 1, pointer: 1335823
 ecu, doc.freq 55, pointer: 1335831
 ecuador, doc.freq 44, pointer: 1336169
 ecuador', doc.freq 2, pointer: 1336428
 ecuador-level, doc.freq 1, pointer: 1336445
 ecuadorean, doc.freq 10, pointer: 1336452
 ecuatoriana, doc.freq 1, pointer: 1336527
 ed, doc.freq 3, pointer: 1336534
 edd, doc.freq 1, pointer: 1336556
 edelman, doc.freq 6, pointer: 1336563
 edelman', doc.freq 1, pointer: 1336606
 eden, doc.freq 1, pointer: 1336613
 edg, doc.freq 29, pointer: 1336620
 edgar, doc.freq 3, pointer: 1336810
 edgington, doc.freq 1, pointer: 1336832
 edibl, doc.freq 13, pointer: 1336839
 edible-us, doc.freq 1, pointer: 1336930
 edinburgh, doc.freq 2, pointer: 1336936
 edison, doc.freq 5, pointer: 1336953
 edit, doc.freq 9, pointer: 1336990
 editiion, doc.freq 1, pointer: 1337060
 editor, doc.freq 4, pointer: 1337067
 editori, doc.freq 6, pointer: 1337093
 edmin, doc.freq 1, pointer: 1337137
 edmond, doc.freq 1, pointer: 1337144
 edmonton, doc.freq 4, pointer: 1337150
 edmonton/swann, doc.freq 2, pointer: 1337176
 edomest, doc.freq 1, pointer: 1337192
 edouard, doc.freq 17, pointer: 1337199
 edp, doc.freq 1, pointer: 1337315
 edson, doc.freq 2, pointer: 1337323
 edt, doc.freq 4, pointer: 1337342
 eduardo, doc.freq 5, pointer: 1337373
 educ, doc.freq 22, pointer: 1337412
 edward, doc.freq 25, pointer: 1337554
 edwin, doc.freq 4, pointer: 1337719
 ee, doc.freq 1, pointer: 1337746
 eec, doc.freq 1, pointer: 1337751
 eed, doc.freq 2, pointer: 1337758
 eee, doc.freq 1, pointer: 1337775
 eep, doc.freq 21, pointer: 1337782
 ef, doc.freq 2, pointer: 1337922
 efac, doc.freq 1, pointer: 1337941
 effecit, doc.freq 1, pointer: 1337948
 effect, doc.freq 508, pointer: 1337955
 effectu, doc.freq 1, pointer: 1340742
 effervesc, doc.freq 1, pointer: 1340749
 efficaci, doc.freq 2, pointer: 1340756
 effici, doc.freq 26, pointer: 1340773
 effort, doc.freq 187, pointer: 1340940
 effot, doc.freq 1, pointer: 1341986
 effvect, doc.freq 1, pointer: 1341993
 efh, doc.freq 8, pointer: 1342001
 efp, doc.freq 2, pointer: 1342063
 efu, doc.freq 1, pointer: 1342077
 eg, doc.freq 1, pointer: 1342085
 ega, doc.freq 1, pointer: 1342092
 egan, doc.freq 1, pointer: 1342099
 egg, doc.freq 12, pointer: 1342106
 egg-rel, doc.freq 1, pointer: 1342196
 egl, doc.freq 1, pointer: 1342204
 egn, doc.freq 1, pointer: 1342211
 egon, doc.freq 2, pointer: 1342218
 egpc, doc.freq 1, pointer: 1342235
 egregi, doc.freq 1, pointer: 1342242
 egypt, doc.freq 34, pointer: 1342249
 egypt', doc.freq 1, pointer: 1342463
 egyptian, doc.freq 5, pointer: 1342470
 ehp, doc.freq 1, pointer: 1342508
 ei, doc.freq 1, pointer: 1342515
 eia, doc.freq 11, pointer: 1342522
 eiaj, doc.freq 1, pointer: 1342604
 eic, doc.freq 2, pointer: 1342612
 eider, doc.freq 1, pointer: 1342629
 eight, doc.freq 381, pointer: 1342636
 eight-billion-dlr, doc.freq 1, pointer: 1344716
 eight-lock, doc.freq 1, pointer: 1344723
 eight-memb, doc.freq 1, pointer: 1344730
 eight-mln-dlr, doc.freq 1, pointer: 1344735
 eight-month, doc.freq 1, pointer: 1344742
 eight-week, doc.freq 1, pointer: 1344749
 eight-year-old, doc.freq 1, pointer: 1344757
 eighth, doc.freq 9, pointer: 1344765
 eighti, doc.freq 1, pointer: 1344834
 eighty-octan, doc.freq 1, pointer: 1344841
 eileen, doc.freq 1, pointer: 1344848
 eiler, doc.freq 1, pointer: 1344855
 eischen, doc.freq 1, pointer: 1344863
 eisenberg, doc.freq 2, pointer: 1344870
 eishiro, doc.freq 4, pointer: 1344887
 either, doc.freq 86, pointer: 1344917
 eiu, doc.freq 2, pointer: 1345412
 eja, doc.freq 1, pointer: 1345429
 ek, doc.freq 5, pointer: 1345436
 ek-1, doc.freq 1, pointer: 1345475
 eklutna, doc.freq 1, pointer: 1345482
 ekofisk, doc.freq 1, pointer: 1345490
 ekonomicheskaya, doc.freq 1, pointer: 1345497
 ekr, doc.freq 2, pointer: 1345504
 el, doc.freq 14, pointer: 1345521
 el-say, doc.freq 1, pointer: 1345614
 elabor, doc.freq 52, pointer: 1345621
 elb, doc.freq 1, pointer: 1345933
 elcor, doc.freq 1, pointer: 1345940
 eldb, doc.freq 1, pointer: 1345948
 elder, doc.freq 11, pointer: 1345955
 elder-beerman, doc.freq 2, pointer: 1346045
 eldorado, doc.freq 1, pointer: 1346064
 eldr, doc.freq 3, pointer: 1346071
 elecetr, doc.freq 1, pointer: 1346096
 elecron, doc.freq 1, pointer: 1346103
 elect, doc.freq 65, pointer: 1346110
 elector, doc.freq 2, pointer: 1346499
 electr, doc.freq 93, pointer: 1346516
 electricit, doc.freq 1, pointer: 1347052
 electrin, doc.freq 1, pointer: 1347059
 electro, doc.freq 4, pointer: 1347067
 electro-nucleon, doc.freq 1, pointer: 1347094
 electro-opt, doc.freq 2, pointer: 1347101
 electro-sensor, doc.freq 2, pointer: 1347120
 electrochem, doc.freq 1, pointer: 1347139
 electrocut, doc.freq 1, pointer: 1347146
 electrolyt, doc.freq 4, pointer: 1347153
 electromagnet, doc.freq 2, pointer: 1347185
 electromed, doc.freq 3, pointer: 1347204
 electron, doc.freq 116, pointer: 1347229
 electrosound, doc.freq 1, pointer: 1347919
 electrostat, doc.freq 1, pointer: 1347927
 electrotechn, doc.freq 1, pointer: 1347934
 element, doc.freq 23, pointer: 1347942
 elev, doc.freq 18, pointer: 1348090
 eleven, doc.freq 5, pointer: 1348218
 eleven-day, doc.freq 2, pointer: 1348257
 eleventh, doc.freq 2, pointer: 1348274
 elex, doc.freq 1, pointer: 1348291
 elf, doc.freq 2, pointer: 1348298
 elfp.pa, doc.freq 1, pointer: 1348317
 elgin, doc.freq 3, pointer: 1348324
 eli, doc.freq 4, pointer: 1348347
 elig, doc.freq 28, pointer: 1348378
 elimin, doc.freq 57, pointer: 1348561
 elisra, doc.freq 1, pointer: 1348899
 elit, doc.freq 1, pointer: 1348907
 elizabeth, doc.freq 4, pointer: 1348914
 elk, doc.freq 3, pointer: 1348945
 elka, doc.freq 1, pointer: 1348968
 elkhorn, doc.freq 1, pointer: 1348975
 elkin, doc.freq 2, pointer: 1348983
 elliot, doc.freq 2, pointer: 1349002
 elliott, doc.freq 2, pointer: 1349021
 ellmann, doc.freq 1, pointer: 1349038
 elmano, doc.freq 1, pointer: 1349046
 elmd, doc.freq 2, pointer: 1349053
 elmer, doc.freq 3, pointer: 1349073
 elmo, doc.freq 2, pointer: 1349097
 els, doc.freq 21, pointer: 1349117
 elser, doc.freq 1, pointer: 1349256
 elsewher, doc.freq 24, pointer: 1349264
 elsinor, doc.freq 1, pointer: 1349414
 elstein, doc.freq 1, pointer: 1349422
 eluvi, doc.freq 1, pointer: 1349429
 elx, doc.freq 1, pointer: 1349435
 elxa., doc.freq 3, pointer: 1349443
 elxsf, doc.freq 1, pointer: 1349467
 elxsi, doc.freq 1, pointer: 1349474
